pio[18],pio,inouts,z,F9
pio[19],pio,inouts,z,D10
pio[20],pio,inouts,z,A10
pio[21],pio,inouts,z,B10
pio[22],pio,inouts,z,A11
pio[23],pio,inouts,z,D11
pio[24],pio,inouts,z,E10
pio[25],pio,inouts,z,B11
pio[26],pio,inouts,z,C11
pio[27],pio,inouts,z,E11
pio[28],pio,inouts,z,F11
pio[29],pio,inouts,z,E12
pio[30],pio,inouts,z,F12
pio[31],pio,inouts,z,A13
pio[32],pio,inouts,z,B13
pio[33],pio,inouts,z,E13
pio[34],pio,inouts,z,A14
pio[35],pio,inouts,z,C14
pio[36],pio,inouts,z,D14
pio[37],pio,inouts,z,B14
pio[38],pio,inouts,z,A16
pio[39],pio,inouts,z,B16
usbclk,usbclk,in,z,T15
usboe,usboe,in,z,V15
usbwr,usbwr,in,z,V9
usbpktend,usbpktend,in,z,V12
usbdir,usbdir,in,z,T16
usbmode,usbmode,in,z,U15
Usbadr[0],Usbadr,in,z,T14
Usbadr[1],Usbadr,in,z,V13
usbrdy,usbrdy,out,z,U13
usbflag,usbflag,in,z,V16
